,R22_S34,R35_S69,R34_S99,R26_S38,R31_S42,R28_S37,R27_S43,R24_S40,R21_S76,R40_S61,R36_S84,R38_S25,R33_S57,R37_S78,R29_S51,R25_S44,R32_S26,R30_S50,R23_S59,R39_S64
MEG_2856|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5115|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0
MEG_6235|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_3092|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_4724|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_3422|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2
MEG_4369|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
MEG_3875|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,1,0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,2,0,8,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0
MEG_17|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0
MEG_341|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
MEG_7681|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7266|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,0,0,2,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0
MEG_7795|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEP,0,2,6,0,2,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0
MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR,0,0,4,0,0,0,52,0,3,3,0,0,16,251,0,4,82,0,0,3
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,1,0,0,0,2,0,0,0,4,0,0,3,0,0,0,0,0,0
MEG_1500|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7255|Drugs|Glycopeptides|Bleomycin_resistance_protein|TLMB,2,0,2,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0
MEG_3879|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4565|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_635|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4069|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,0,0,0,2,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0
MEG_2997|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
MEG_1261|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6134|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,13,9,35,3,2,14,16,4,36,7,33,2,17,57,0,0,10,2,4,7
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,0,0,0,0,0,0,7,2,8,3,3,2,6,32,0,2,6,0,0,6
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,0,0,0,0,0,0,6,2,2,0,0,0,2,4,0,0,0,0,0,2
MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,0,0,0,0,0,0,0,0,4,2,2,0,5,2,0,0,0,0,2,2
MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,375,283,922,156,118,205,553,285,4168,363,854,257,595,1232,10,62,269,65,997,290
MEG_1476|Drugs|betalactams|Class_A_betalactamases|BRO,0,0,4,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_3603|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,2,2,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0
MEG_2131|Drugs|betalactams|Class_A_betalactamases|CRH,0,0,2,2,0,0,2,0,6,0,0,0,0,12,0,0,0,0,2,0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,1,0,0,0,0,0,0,3,0,3,0,5,0,0,0,1,0,0,0
MEG_5218|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0
MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2
MEG_1649|Drugs|betalactams|Class_A_betalactamases|CEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
MEG_418|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,12,2,25,0,2,6,5,8,7,0,22,14,5,39,0,0,8,0,6,13
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,0,0,0,0,0,0,2,0,14,0,2,0,0,4,0,0,0,0,2,0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,4,0
MEG_5116|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_7523|Drugs|Glycopeptides|VanO-type_regulator|VANSO,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0
MEG_4252|Drugs|betalactams|Class_A_betalactamases|OKP,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
MEG_2727|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRCSM,0,2,4,0,0,0,8,4,18,0,0,2,0,12,0,0,8,0,6,2
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,0,0,0,0,0,0,0,0,2,30,0,0,0,7,0,2,0,0,0,0
MEG_2634|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_3304|Drugs|betalactams|Class_A_betalactamases|IMI,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4022|Drugs|betalactams|Class_C_betalactamases|MOX,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0
MEG_5273|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,4,1,12,5,1,4,4,3,1,1,9,2,0,8,0,0,8,0,2,0
MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,0,0,8,0,0,0,7,8,12,0,4,0,2,4,0,0,0,0,2,0
MEG_3209|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,4,0,0,0,2,0,28,0,2,5,2,4,0,2,0,0,6,2
MEG_6520|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB,4,2,17,0,0,0,0,2,21,56,4,6,2,17,0,0,0,2,2,2
MEG_4546|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEG_3891|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEG_1804|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_2552|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2X|RequiresSNPConfirmation,0,2,2,0,0,0,2,2,12,0,8,0,2,0,0,0,0,0,0,2
MEG_7466|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MEG_3416|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_570|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7519|Drugs|Glycopeptides|VanM-type_regulator|VANSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_821|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5295|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
MEG_3173|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,0,0,4,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0
MEG_2011|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CNRH,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
MEG_5190|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MEG_4835|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_15|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_5701|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_4847|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1257|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,6,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,0,0,4,0,0,2,0,0,4,0,0,2,8,0,0,0,0,0,2,0
MEG_4080|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,0,0,2,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,2
MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
MEG_5865|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
MEG_5711|Drugs|betalactams|Class_C_betalactamases|PDC,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3246|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,10,0,8,0,0,3,0,4,41,0,14,2,2,2,0,0,0,0,2,0
MEG_3908|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,2,2,4,2,0,0,4,0,3,6,6,2,0,12,0,0,0,0,8,0
MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,0,0,2,0,0,0,4,2,2,0,0,0,0,2,0,0,0,0,2,0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,0,0,0,0,0,0,0,0,5,149,0,0,0,2,0,4,2,2,0,0
MEG_1259|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
MEG_4808|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_4219|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NRSD,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2879|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,5,0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0
MEG_1667|Drugs|betalactams|Class_B_betalactamases|CFIA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3190|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1,1,18,4,0,10,0,6,6,4,5,6,0,5,0,0,0,0,6,4
MEG_1550|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,2,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0
MEG_6056|Metals|Copper_resistance|Copper_resistance_regulator|RICR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
MEG_4076|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MTRA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MEG_2715|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHA,0,0,0,0,0,0,0,0,5,0,0,0,2,4,0,0,2,0,1,0
MEG_3194|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2,2,6,2,0,1,3,1,5,0,7,0,2,7,0,0,2,0,6,3
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,25,13,52,15,9,16,37,13,171,2,50,5,34,24,0,7,8,0,84,12
MEG_2581|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRK,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0
MEG_3682|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7590|Drugs|Glycopeptides|VanL-type_resistance_protein|VANXYL,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4810|Drugs|betalactams|Class_D_betalactamases|OXA,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
MEG_7190|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_4345|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,2,1,0,0,0,0,2,0,2,2,0,0,2,0,0,0,2,0,2,0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_3315|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,2
MEG_6063|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2827|Drugs|MLS|23S_rRNA_methyltransferases|ERME,2,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,2,2
MEG_6180|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
MEG_7769|Drugs|betalactams|Class_B_betalactamases|VIM,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_317|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_52|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,8,2,0,0,0,0,3,2,0,0,12,10,0,0,2,0,0,0
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0,0,0,0,0,0,11,0,5,0,1,1,0,10,0,2,3,0,0,0
MEG_1786|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_7008|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET55,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,7,0,0,6,0,2,0,0,2,2,2,2,0,0,0,0,0,0
MEG_3796|Drugs|betalactams|Penicillin_binding_protein|MECB,2,0,8,0,0,2,0,4,6,4,2,4,0,6,0,0,0,0,0,2
MEG_3392|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2823,1760,6650,1138,592,1643,1573,1685,2273,531,3891,1290,2459,7005,117,334,1164,306,428,2142
MEG_7208|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1,0,2,0,2,0,1,0,0,0,0,0,3,5,0,0,4,0,0,0
MEG_3531|Drugs|betalactams|Class_B_betalactamases|L1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0
MEG_7444|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_819|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,1,0,9,0,3,0,4,0,0,0,1,0,3,0
MEG_3445|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KASA|RequiresSNPConfirmation,0,2,2,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0
MEG_1042|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,1,0,18,5,1,46,42,1,25,6,36,2,165,362,0,10,123,0,9,36
MEG_2292|Drugs|betalactams|Class_A_betalactamases|CTX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_1583|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEG_3084|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC-resistant_protein_UDP_glucose_4_epimerase|GALE,2,0,2,0,0,2,2,0,2,0,0,2,48,0,0,0,2,0,2,2
MEG_2473|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1098|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH7-DPRIME,2,0,4,0,0,0,2,0,4,0,4,0,0,2,0,2,0,0,0,0
MEG_7237|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,1,0,0,0,2,5,0,0,0,0,0,4,11,0,0,0,0,0,2
MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB,0,4,11,4,0,0,0,2,6,0,8,6,6,16,0,2,4,0,7,2
MEG_4854|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7443|Drugs|Glycopeptides|VanK-type_resistance_protein|VANK,0,0,4,0,0,0,0,0,6,2,0,0,6,2,0,2,0,0,0,0
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,333,220,615,128,118,240,553,201,1000,201,404,206,295,989,16,89,329,21,90,257
MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,0,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,2,0,2,4
MEG_4228|Drugs|betalactams|Class_C_betalactamases|OCH,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_1013|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,4,0,0,2,0,0,0,0,0,0,7,15,0,0,8,0,0,0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,0,2,0,0,0,0,0,0,4,30,0,0,2,2,0,0,0,0,0,0
MEG_278|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_7436|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
MEG_4852|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_280|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2,0,4,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0
MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
MEG_2027|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,4,0,0,2,4,0,4,4,4,0,1,10,0,4,2,0,1,0
MEG_5175|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4339|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2550|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_6102|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,31,10,92,9,4,14,36,24,63,3,58,17,40,36,2,9,16,4,18,27
MEG_5123|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0
MEG_6640|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIV,0,0,2,0,0,0,0,2,3,0,2,0,0,2,0,0,0,0,0,0
