,R53_S91,R46_S46,R47_S39,R56_S63,R59_S97,R48_S89,R50_S48,R43_S31,R49_S55,R58_S56,R42_S101,R52_S52,R44_S47,R41_S87,R57_S80,R45_S62,R51_S35,R60_S73,R55_S33,R54_S88
MEG_4390|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
MEG_5292|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_1412|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,4,0,2,0,0,0,0,0,0,4,4,0,0,0,0,6
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,24,18,3,6,58,36,26,42,22,12,70,49,20,85,126,16,15,66,40,155
MEG_1311|Drugs|betalactams|Class_A_betalactamases|BLASGM,2,4,0,0,0,0,0,0,2,6,4,0,2,4,4,0,0,0,0,4
MEG_6409|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_7589|Drugs|Glycopeptides|VanG-type_resistance_protein|VANXYG,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
MEG_3615|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MEG_2117|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,4,4,0,2,0,2,5,0,2,3,7,0,0,4,2,12
MEG_3075|Metals|Aluminum_resistance|Aluminum_ATPase_|G2ALT,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,2,2,8
MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_2077|Metals|Copper_resistance|Copper_resistance_regulator|COPS,6,0,2,0,8,0,0,0,0,2,4,2,6,4,4,0,0,0,0,2
MEG_3164|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_4637|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_1357|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0
MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_436|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7000|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET47,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,4,2
MEG_4994|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0
MEG_5924|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,15,4,2,2,16,4,0,0,2,11,27,4,13,5,13,2,6,6,7,20
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,2,2
MEG_604|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
MEG_5290|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,2,0,0
MEG_3520|Drugs|betalactams|Class_B_betalactamases|L1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MEG_856|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MEG_2703|Drugs|betalactams|Class_B_betalactamases|EFM,2,0,0,0,4,0,0,0,0,0,5,0,0,4,4,0,2,0,0,4
MEG_4023|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_3282|Drugs|betalactams|Class_A_betalactamases|HUGA,0,0,2,0,0,0,0,2,0,0,4,0,2,0,2,2,0,0,8,2
MEG_5948|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_895|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,106,7,4,4,155,62,4,0,6,26,33,65,0,21,86,22,2,18,8,37
MEG_1105|Drugs|betalactams|Class_C_betalactamases|AQU,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
MEG_1942|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_4564|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,2,2,0
MEG_403|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRC,4,2,0,0,0,2,0,0,2,0,4,0,6,2,2,0,0,0,0,0
MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,0,0,0,0,3,2,0,3,4,0,30,0,0,2,4,0,8,43,8,2
MEG_1467|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,0,0,2,0,0,0,0,0,0,0,2,0,0,4,6,0,0,2,0,2
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,67,0,0,0,21,7,0,0,0,7,4,10,0,9,4,0,0,0,2,2
MEG_4645|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_6090|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,10,1,9,6,30,11,2,12,9,4,133,7,65,68,59,12,8,19,32,57
MEG_2032|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,2,0,2,10,0,0,4,0,2,21,0,0,8,2,0,0,6,2,6
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,17,0,0,0,6,1,0,4,2,2,22,1,2,7,1,2,0,0,16,1
MEG_2461|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA,0,0,0,0,2,4,0,0,0,0,4,0,2,6,0,2,0,2,2,4
MEG_3811|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,1,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6
MEG_2866|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethionamide-resistant_mutant|ETHA|RequiresSNPConfirmation,0,0,0,0,2,2,0,2,0,0,11,2,2,4,2,2,0,0,2,8
MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,3,2,4,7,4,0,6,2,0,4,2,0,0,0,4,3
MEG_7737|Drugs|betalactams|Class_B_betalactamases|VIM,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_923|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,8,0,0,0,1,10,0,0,0,4,0,0,0,2,2,0,0,1,0,0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,74,2,0,0,10,15,2,0,3,42,0,1,2,2,10,0,0,4,0,2
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,15,0,0,0,11,2,0,5,0,0,14,0,3,7,1,2,0,0,17,7
MEG_7335|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4
MEG_7801|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEZ,6,0,0,2,4,0,0,0,0,2,8,2,2,8,2,2,0,12,0,4
MEG_4130|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,0,0,0,0,6,0,0,1,0,2,7,0,0,0,2,2,0,0,2,4
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,3,0,0,0,2,7,0,0,0,9,2,1,0,0,0,2,0,1,2,0
MEG_3469|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_6164|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_535|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_5406|Drugs|betalactams|Penicillin_binding_protein|PBP2B|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0
MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,10,0,0,0,1,0,0,1,1,0,7,0,1,2,0,1,0,0,16,2
MEG_2028|Metals|Copper_resistance|Copper_resistance_protein|COPA,6,0,0,0,3,2,0,0,0,0,2,2,2,12,2,0,2,2,0,8
MEG_2843|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,0,0,0,0,0,2,0,2,0,2,8,2,0,4,6,0,4,0,6,2
MEG_1201|Drugs|betalactams|Class_B_betalactamases|BC,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4
MEG_2635|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_7398|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2
MEG_328|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
MEG_6605|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
MEG_1615|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
MEG_2063|Metals|Copper_resistance|Copper_resistance_protein|COPL,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0
MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_5549|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,51,0,0,0,2,4,0,0,2,0,5,0,5,0,0,1,0,2,63,0
MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6565|Drugs|betalactams|Class_C_betalactamases|SRT,0,0,0,0,0,0,2,0,0,0,4,2,0,2,4,0,2,0,2,2
MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2X|RequiresSNPConfirmation,0,0,0,0,2,0,0,0,2,4,8,0,0,10,4,0,0,8,2,0
MEG_5137|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_2565|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,2,0
MEG_464|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_3743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,2,0,2
MEG_6186|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|SGM,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
MEG_4077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MTRA,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0
MEG_2411|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
MEG_5538|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEG_3270|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|HMRR,0,0,0,0,0,0,0,0,2,0,4,0,0,4,0,0,0,0,2,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,8,22,7,2,49,9,0,19,20,0,137,8,53,48,54,5,6,20,38,62
MEG_5430|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,2,4,0,8,0,0,2,2,2,4,0,0,0,12,2,0,5,2,6
MEG_2465|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC,0,0,0,0,0,0,0,4,0,0,2,2,0,2,4,2,0,0,2,0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,2,0,0,0,127,0,0,5,3,5,25,42,0,2,19,5,0,6,9,23
MEG_1242|Drugs|betalactams|Class_A_betalactamases|BLAA,0,0,4,0,0,0,2,0,0,0,2,4,2,0,0,2,0,0,0,2
MEG_1646|Drugs|betalactams|Class_A_betalactamases|CEPA,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,6,0,2,3,3,0,0,0,2,7,6,15,0,2,11,0,0,3,0,10
MEG_1094|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,2,0,0,0,0,0,0,0,0,7,2,4,0,0,2,0,0
MEG_419|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,6
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2076|Metals|Copper_resistance|Copper_resistance_regulator|COPS,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,6
MEG_7366|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,4,0,0,2,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,1
MEG_3379|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3046|Drugs|betalactams|Class_C_betalactamases|FOX,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4890|Drugs|betalactams|Class_D_betalactamases|OXA,0,2,0,0,8,0,0,2,0,0,2,0,2,0,2,0,0,2,4,2
MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,10,0,0,0,15,6,2,0,0,4,2,1,0,2,2,1,0,0,0,0
MEG_7751|Drugs|betalactams|Class_B_betalactamases|VIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MEG_6690|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_3405|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_3850|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0
MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM,2,2,0,0,8,4,0,3,0,0,12,2,8,4,0,0,2,0,2,6
MEG_815|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,2,0,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
MEG_665|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_5850|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACK,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,22,3,0,2,3,0,11,5,1,12,21,1,0,9,0,22
MEG_6885|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,4,0,0,0,13,8,0,2,0,5,4,7,0,2,6,0,0,7,2,6
MEG_1298|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,6,0,0,0,8,2,0,4,2,0,0,0,4,8,14,0,2,6,2,6
MEG_4197|Metals|Nickel_resistance|Nickel_resistance_protein|NIRC,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,4
MEG_7414|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
MEG_2075|Metals|Copper_resistance|Copper_resistance_regulator|COPS,0,0,0,0,6,0,0,2,0,0,2,0,0,4,2,0,0,0,0,8
MEG_7408|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
MEG_6199|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,0,0,0,0,6,0,0,0,0,0,2,0,0,0,4,2,0,0,2,3
MEG_7411|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,739,78,144,120,967,254,81,443,472,317,1702,203,201,807,1087,121,120,315,662,960
MEG_7514|Drugs|Glycopeptides|VanL-type_regulator|VANSL,4,0,0,0,8,0,2,4,2,2,8,0,2,6,0,0,2,2,4,0
MEG_1253|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,2,0,0,2,0,2,0,4,0,0,0,2,0,0,0,0,0,0
MEG_3594|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRA|RequiresSNPConfirmation,0,0,0,0,6,2,0,2,0,0,16,0,8,6,6,0,2,0,0,3
MEG_1677|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MEG_520|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,30,0,0,0,4,2,0,5,1,0,33,2,3,6,4,1,3,3,17,3
MEG_1603|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7454|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,2
MEG_5338|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,2,0,0,0,0,0,8,2,0,0,14,0,0,2,2,8
MEG_3941|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXZ|RequiresSNPConfirmation,0,0,0,0,0,0,0,2,0,0,6,2,4,6,0,0,0,0,0,4
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,0,0,0,0,4,0,2,0,2,2,2,6,0,2,0,0,0,1,0,2
MEG_6025|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_1799|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,6
MEG_3919|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,2,4,2,2,12,13,2,12,5,2,29,2,15,24,26,2,3,8,6,19
MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,139,47,110,60,451,107,62,186,132,133,706,149,134,380,695,58,85,244,199,545
MEG_5129|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_5986|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,429,144,151,156,1104,351,79,299,284,398,1030,336,252,880,1536,185,115,413,373,1353
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,20,0,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0
MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,1,0,2,0,0,3,5,0,10,2,0,24,8,0,5,0,29,3
MEG_1017|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,6,0,0,0,2,2,0,0,2,0,2,0,0,0,4,0,0,0,0,0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,19,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,0,0,2
MEG_5748|Drugs|betalactams|Class_B_betalactamases|PEDO,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,5,2,2,0,12,4,2,8,4,2,7,7,0,8,12,0,2,17,8,10
MEG_1099|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,4,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,0,4,2,2
MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,2,2,2,0,2,4,0,6,2,4,4,2,0,6,16,0,0,4,0,0
MEG_103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2
MEG_1746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,4,0,0,0,2,2,0,0,0,0,4,0,0,6,14,2,0,2,4,4
MEG_4202|Drugs|betalactams|Class_A_betalactamases|NMCA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,10,0,0,0,2,3,0,2,0,9,0,0,0,0,0,0,0,0,0,2
