"","R73_S90","R79_S103","R80_S104","R64_S36","R78_S102","R77_S58","R68_S45","R67_S28","R65_S60","R66_S85","R62_S66","R74_S86","R61_S96","R72_S74","R75_S32","R69_S83","R63_S54","R70_S29","R71_S67","R76_S79"
"MEG_5052|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6299|Drugs|betalactams|Class_A_betalactamases|SHV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_5761|Drugs|betalactams|Class_A_betalactamases|PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,2
"MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation",2,0,0,0,0,2,2,4,0,6,0,2,4,4,0,0,0,0,0,8
"MEG_761|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MEG_7299|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGW",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"MEG_1264|Drugs|betalactams|Class_B_betalactamases|BLAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB",4,0,0,0,25,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0
"MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation",6,0,0,4,2,4,0,0,0,3,0,2,8,6,1,0,0,5,2,47
"MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM",6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5
"MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation",10,0,0,0,0,20,0,4,0,2,0,6,5,2,2,4,2,3,6,24
"MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation",86,0,0,3,195,38,21,47,8,120,30,58,38,127,17,116,39,33,30,308
"MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA",2,0,0,0,89,0,0,8,2,0,0,2,2,2,0,2,2,0,0,6
"MEG_5482|Drugs|betalactams|Class_C_betalactamases|PDC",0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"MEG_3384|Drugs|betalactams|Class_B_betalactamases|IMP",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"MEG_3735|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|MDEA",6,0,0,0,8,4,0,4,0,2,2,4,8,4,0,4,0,4,0,8
"MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR",40,0,0,0,0,2,2,29,0,0,1,6,0,0,0,2,0,0,13,5
"MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation",16,0,0,11,207,49,0,20,5,16,3,52,105,34,9,47,4,38,12,225
"MEG_3033|Drugs|betalactams|Class_C_betalactamases|FOX",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,6
"MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38",0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"MEG_3173|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
"MEG_4143|Drugs|betalactams|Class_B_betalactamases|NDM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MEG_5460|Drugs|betalactams|Class_C_betalactamases|PDC",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_5777|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PGPA",2,0,0,0,0,4,0,2,2,2,0,4,0,6,2,0,6,2,0,4
"MEG_2157|Drugs|betalactams|Class_A_betalactamases|CTX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MEG_7852|Metals|Zinc_resistance|Zinc_resistance_protein|ZNEB",6,0,0,0,0,0,0,4,2,0,0,4,4,6,0,2,0,0,0,6
"MEG_3166|Drugs|betalactams|Class_B_betalactamases|GOB",6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2
"MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK",0,0,0,0,125,0,0,0,2,2,0,0,4,2,2,0,0,2,2,2
"MEG_5109|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"MEG_382|Drugs|betalactams|Class_C_betalactamases|ACC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_7345|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2",20,0,0,2,228,2,0,8,2,0,0,4,4,4,0,6,2,0,2,0
"MEG_4743|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_5203|Drugs|betalactams|Class_D_betalactamases|OXA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"MEG_3395|Drugs|betalactams|Class_B_betalactamases|IMP",0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,2,0,0,1,1
"MEG_4087|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|MTRR|RequiresSNPConfirmation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
"MEG_4574|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH",2,0,0,0,12,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0
"MEG_6353|Drugs|betalactams|Class_A_betalactamases|SHV",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"MEG_3518|Drugs|betalactams|Class_B_betalactamases|L1",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
"MEG_1075|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME",0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
"MEG_2879|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"MEG_3900|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA",0,0,0,0,7,0,0,6,0,0,0,4,0,0,0,2,0,0,2,8
"MEG_2241|Drugs|betalactams|Class_A_betalactamases|CTX",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1936|Drugs|betalactams|Class_C_betalactamases|CMY",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR",0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
"MEG_5370|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation",30,0,0,1,0,2,2,6,2,14,3,3,0,9,3,21,4,0,0,14
"MEG_5279|Drugs|betalactams|Class_A_betalactamases|OXY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"MEG_2852|Drugs|MLS|23S_rRNA_methyltransferases|ERMV",0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
"MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0
"MEG_6988|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
"MEG_2960|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation",0,0,0,2,0,0,0,2,0,2,0,4,4,2,0,4,0,2,2,8
"MEG_1434|Drugs|betalactams|Class_A_betalactamases|BLAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_3968|Drugs|betalactams|Class_C_betalactamases|MIR",0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0
"MEG_1110|Drugs|betalactams|Class_A_betalactamases|ARL",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
"MEG_7486|Drugs|Glycopeptides|VanA-type_regulator|VANSA",0,0,0,0,0,0,4,0,0,0,0,2,2,2,0,6,2,0,0,6
"MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME",0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,0,0,0,1,16
"MEG_5085|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_7281|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROD",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,2
"MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA",6,0,0,0,134,6,0,2,2,10,2,8,0,8,2,10,0,10,4,16
"MEG_621|Drugs|betalactams|Class_C_betalactamases|ADC",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW",108,0,0,2,0,7,0,35,2,6,0,59,0,9,4,5,3,3,7,20
"MEG_6046|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation",0,0,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0
"MEG_5650|Drugs|betalactams|Class_C_betalactamases|PDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_1771|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA",0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,1
"MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA",35,0,0,2,246,6,2,6,4,0,1,6,2,12,0,10,2,6,4,14
"MEG_1081|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME",2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4
"MEG_3917|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK",16,0,0,10,190,24,2,4,2,8,6,42,117,58,16,42,6,18,22,219
"MEG_833|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG",8,0,0,0,0,0,2,4,0,0,0,0,4,4,0,4,2,0,0,6
"MEG_2961|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation",2,0,0,0,0,2,0,0,0,2,0,0,6,0,0,0,0,3,1,5
"MEG_329|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_418|Drugs|betalactams|Class_C_betalactamases|ACT",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_2882|Drugs|betalactams|Class_A_betalactamases|FAR1",6,0,0,0,2,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2
"MEG_5795|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
"MEG_504|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|ACTR",0,0,0,2,0,2,0,2,0,2,0,0,5,4,0,0,0,0,2,2
"MEG_3445|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KASA|RequiresSNPConfirmation",2,0,0,0,0,2,0,2,0,0,0,4,4,4,0,4,4,2,2,11
"MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2
"MEG_4803|Drugs|betalactams|Class_D_betalactamases|OXA",4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
"MEG_7559|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2964|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4
"MEG_5232|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_4269|Drugs|betalactams|Class_A_betalactamases|OKP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_7006|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET53",0,0,0,0,0,0,0,2,0,2,0,0,12,2,0,2,4,0,0,8
"MEG_3718|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"MEG_3326|Drugs|betalactams|Class_B_betalactamases|IMP",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1069|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME",2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0
"MEG_6073|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTG",0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,8,3,0,2,10
"MEG_4598|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,2,2,4
"MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD",7,0,0,2,76,0,0,2,7,2,0,9,3,2,2,2,2,1,3,31
"MEG_7443|Drugs|Glycopeptides|VanK-type_resistance_protein|VANK",6,0,0,2,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2
"MEG_7366|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_524|Drugs|betalactams|Class_C_betalactamases|ADC",2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,4
"MEG_4296|Drugs|betalactams|Mutant_porin_proteins|OPRD|RequiresSNPConfirmation",6,0,0,2,78,0,0,6,2,4,0,2,0,4,0,6,4,0,4,4
"MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME",1,0,0,0,1772,0,0,0,0,4,0,0,2,0,0,0,0,3,0,6
"MEG_3171|Drugs|betalactams|Class_B_betalactamases|GRD",8,0,0,0,0,2,4,0,0,0,0,2,0,2,4,0,0,0,0,0
"MEG_4573|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4
"MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"MEG_2766|Drugs|MLS|23S_rRNA_methyltransferases|ERM",10,0,0,0,0,0,2,0,0,2,2,2,0,4,0,4,0,2,0,0
"MEG_3415|Drugs|betalactams|Class_B_betalactamases|IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MEG_930|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM",0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,23
"MEG_1850|Drugs|betalactams|Class_C_betalactamases|CMY",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE",12,0,0,0,80,0,0,0,3,0,2,2,0,4,0,2,0,0,0,2
"MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII",2,0,0,1,0,3,0,2,0,0,0,5,6,0,0,0,0,8,0,34
"MEG_6201|Drugs|betalactams|Class_A_betalactamases|SHV",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_529|Drugs|betalactams|Class_C_betalactamases|ADC",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2
"MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3",2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,4,0,0,2,0
"MEG_7023|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA",2,0,0,0,6,0,0,0,0,4,0,4,4,4,2,6,0,0,4,0
"MEG_2983|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_5058|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_3616|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF",0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_5319|Drugs|betalactams|Class_A_betalactamases|OXY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MEG_7434|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD",0,0,0,0,0,2,0,0,0,0,0,4,2,2,0,2,0,0,0,6
"MEG_6554|Drugs|betalactams|Class_B_betalactamases|SPM",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MEG_3683|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"MEG_2912|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR",2,0,0,2,0,9,0,2,0,2,0,4,2,4,6,0,0,0,7,23
"MEG_7289|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB",30,0,0,4,0,27,0,2,4,5,0,31,69,30,10,6,2,0,4,198
"MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA",35,0,0,0,110,0,0,1,5,5,0,2,2,4,2,8,0,0,0,2
"MEG_2169|Drugs|betalactams|Class_A_betalactamases|CTX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_2827|Drugs|MLS|23S_rRNA_methyltransferases|ERME",18,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,2,0,6
"MEG_7795|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEP",6,0,0,0,0,0,2,0,2,0,0,4,0,2,0,2,0,0,2,2
"MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation",1,0,0,0,2,2,2,0,0,4,0,2,0,0,2,7,0,4,0,13
"MEG_2634|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation",0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2
"MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA",47,0,0,1,0,2,0,20,1,0,0,9,0,15,0,2,6,0,24,7
"MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1",0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,2
"MEG_5093|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW",40,0,0,0,0,0,1,8,2,3,0,32,0,3,4,5,4,0,5,8
"MEG_7206|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW",18,0,0,0,0,0,0,2,0,2,0,9,0,0,0,4,0,0,4,6
"MEG_7822|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA",4,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,2
"MEG_2079|Metals|Copper_resistance|Copper_resistance_protein|COPV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4
"MEG_3060|Drugs|betalactams|Class_A_betalactamases|FRI",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"MEG_3533|Drugs|betalactams|Class_B_betalactamases|L1",14,0,0,2,0,0,2,2,0,0,0,2,0,6,0,2,0,0,0,2
"MEG_5454|Drugs|betalactams|Class_C_betalactamases|PDC",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_4202|Drugs|betalactams|Class_A_betalactamases|NMCA",0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0
"MEG_7774|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MEG_4735|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"MEG_5277|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME",0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,14
"MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE",2,0,0,0,2,2,0,0,0,2,0,2,3,6,0,1,2,2,0,14
"MEG_5144|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_1519|Drugs|betalactams|Class_A_betalactamases|CARB",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MEG_3331|Drugs|betalactams|Class_B_betalactamases|IMP",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_13|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
"MEG_3689|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ",6,0,0,0,2,0,0,8,2,4,0,0,0,0,0,2,2,0,0,6
"MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM",9,0,0,0,4,6,0,1,0,2,2,0,4,4,2,2,0,3,0,2
"MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2
"MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO",36,0,0,0,0,3,0,4,2,0,0,4,0,2,0,0,0,0,0,5
"MEG_4669|Drugs|betalactams|Class_D_betalactamases|OXA",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
"MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME",2,0,0,1,0,10,1,0,0,3,0,20,16,4,6,0,0,9,2,151
"MEG_7623|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATC",2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2
"MEG_5709|Drugs|betalactams|Class_C_betalactamases|PDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MEG_6033|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC",0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0
"MEG_4838|Drugs|betalactams|Class_D_betalactamases|OXA",2,0,0,0,0,4,0,0,0,2,0,2,0,0,0,2,0,2,4,2
"MEG_4602|Drugs|betalactams|Class_D_betalactamases|OXA",2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2
"MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE",6,0,0,0,47,2,0,6,0,8,0,2,2,7,0,4,4,0,4,0
"MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA",7,0,0,0,38,0,0,0,0,0,0,2,3,0,0,4,0,0,2,0
"MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME",0,0,0,4,0,18,0,0,2,0,0,20,32,2,7,0,0,8,2,125
"MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
"MEG_6524|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME",56,0,0,0,7,0,0,11,0,4,0,4,1,21,2,4,0,2,0,8
