,R17_S93,R8_S68,R2_S27,R6_S77,R3_S71,R12_S41,R15_S82,R4_S49,R13_S100,R20_S81,R1_S70,R14_S75,R19_S30,R11_S98,R5_S95,R10_S65,R18_S94,R16_S92,R9_S53,R7_S72
MEG_7287|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,0,0,0,0,0,2,0,0,4,3,0,4,0,0,2,0,0,4,0,0
MEG_7057|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,2,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,516,254,243,1197,275,51,1194,129,1719,2287,599,183,199,786,1230,599,1193,2387,331,199
MEG_1205|Drugs|betalactams|Class_B_betalactamases|BCII,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,2,0,0,0,0,0,2,0,0,6,2,0,0,4,0,0,0,6,2,0
MEG_4043|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,6,5,0,2,0,4,6,0,377,0,2,0,0,0,0,0,4,0,0
MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2,0,2,1,0,0,2,2,6,43,0,0,0,0,0,0,2,4,0,0
MEG_4557|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_4049|Drugs|MLS|Macrolide_phosphotransferases|MPHK,0,0,0,2,0,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0
MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0,2,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MEG_2236|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
MEG_720|Drugs|betalactams|Class_B_betalactamases|ALI,2,0,0,0,0,0,2,0,0,6,0,0,0,8,0,0,0,0,0,0
MEG_3451|Drugs|betalactams|Class_B_betalactamases|KHM,0,0,2,4,0,0,0,0,0,2,0,0,0,2,0,0,0,8,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,4,0,3,0,4,0,0,0,14,4,9,0,6,0,4,2,16,16,1,1
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
MEG_2988|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_2144|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_6350|Drugs|betalactams|Class_A_betalactamases|SHV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_4132|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,2,8,0,4,2,0,6,2,0,61,2,35,2,4,4,2,4,3,0,4
MEG_3859|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MEG_464|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
MEG_2855|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,0,0,0,0,0,0,2,0,2,15,0,6,0,4,8,0,0,4,0,0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0,5,0,0,0,0,3,0,2,4,0,0,2,2,2,2,0,0,0,0
MEG_4106|Drugs|MLS|23S_rRNA_methyltransferases|MYRA,0,2,0,4,0,0,4,0,3,8,2,2,0,0,4,2,0,4,0,0
MEG_3397|Drugs|betalactams|Class_B_betalactamases|IMP,0,1,1,0,0,0,0,0,0,8,0,0,0,2,0,0,2,0,0,0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,4,0,0,0,0,0,0,16,0,85,0,0,0,2,11,0,0,0,0,0
MEG_377|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0
MEG_3164|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_5222|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
MEG_1202|Drugs|betalactams|Class_B_betalactamases|BCII,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,2,0,0
MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
MEG_3373|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,4,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0
MEG_7623|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATC,0,0,0,0,0,0,2,0,0,4,0,2,0,0,6,0,0,4,0,0
MEG_2278|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
MEG_6406|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0
MEG_3285|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,0,4,2,2,0,0,0,0,0,12,2,6,0,4,0,2,0,0,0,0
MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,3,0,10,0,0,0,2,0,0,0,0,0,0
MEG_3156|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0
MEG_1725|Drugs|betalactams|Class_A_betalactamases|CKO,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_2634|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1262|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
MEG_7455|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,1,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0
MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB,4,0,3,6,2,0,12,3,6,47,0,84,0,10,20,6,5,12,2,2
MEG_2979|Drugs|betalactams|Class_A_betalactamases|FONA,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
MEG_4568|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_4796|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_2864|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,0,0,0,2,0,0,0,0,6,10,0,20,0,4,4,0,0,6,0,2
MEG_5793|Drugs|betalactams|Class_A_betalactamases|PME,0,2,0,0,0,0,0,0,0,9,0,12,0,2,0,0,0,4,0,0
MEG_2645|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MEG_6152|Drugs|betalactams|Class_A_betalactamases|RUB,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,2,2,2,0,0,0,0,4,14,0,0,0,0,0,2,2,4,0,0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,16,2,0,44,0,0,12,0,30,35,5,0,6,19,12,3,8,45,3,1
MEG_6089|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,0,6,0,6,0,2,6,0,4,8,0,4,0,0,0,0,4,8,0,2
MEG_4836|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0
MEG_6527|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,2,8,4,10,0,1,3,7,12,85,4,54,2,12,40,6,6,19,2,7
MEG_591|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_4277|Drugs|MLS|Macrolide_glycosyltransferases|OLED,2,0,0,2,0,0,6,6,0,6,2,0,0,0,6,2,4,2,0,0
MEG_7208|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,5,2,2,4,0,0,14,0,0,0,3,0,0,0,3,0,2,0,0,0
MEG_5800|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRCM,0,0,0,0,0,0,2,0,0,12,0,0,0,0,6,2,0,2,0,0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0,4,0,2,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,2
MEG_6154|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM,0,1,8,4,0,0,6,7,6,24,2,19,0,10,2,0,4,4,0,13
MEG_2568|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
MEG_7446|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4150|Drugs|betalactams|Class_B_betalactamases|NDM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,4,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
MEG_7805|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VPOC,0,0,0,0,0,0,0,0,0,8,0,0,0,6,2,0,2,2,0,0
MEG_2173|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
MEG_3419|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
MEG_3252|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|HASF,0,0,0,2,0,0,2,6,2,10,2,2,0,2,2,0,4,2,0,0
MEG_2550|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0,2
MEG_5778|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PGPA,4,2,0,2,0,0,2,0,4,12,0,8,0,0,2,0,0,12,0,0
MEG_1665|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7456|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_5352|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,2,2,4,0,1,1,1,4,28,0,0,0,15,4,0,2,6,1,2
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,44,1,7,29,7,0,70,0,47,1,18,0,6,1,19,36,64,135,32,0
MEG_5943|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_5805|Drugs|betalactams|Class_B_betalactamases|POM,0,0,0,0,0,0,0,2,2,2,2,4,0,0,4,0,0,0,0,0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2,0,2,0,0,0,10,0,0,2,0,0,0,4,2,0,0,0,0,0
MEG_6528|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,2,2,0,0,2,0,0,0,6,20,2,14,0,6,4,0,2,6,2,4
MEG_2885|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FARB,0,0,0,0,0,0,0,2,8,12,0,0,0,8,0,2,0,6,0,0
MEG_3582|Drugs|betalactams|Class_A_betalactamases|LHK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5149|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,2,0,6,0,4,10,2,0,0,0,0,0,2,4,0,0
MEG_970|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MEG_244|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MEG_4661|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_1092|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,4,0,0,0,0,0,2,0,8,7,2,2,0,0,6,0,0,4,0,0
MEG_1781|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMRA,0,2,0,0,0,0,2,2,2,4,0,0,0,2,4,0,0,0,0,0
MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,0,0,0,4,0,0,8,0,2,8,2,0,0,2,0,0,4,6,4,0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,2,0,0,4,3,0,0,0,4,2,0,0,0,1,2,0,2,3,2,0
MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
MEG_473|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,0,0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,2,0,0
MEG_7672|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXE,8,2,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,2,0,0
MEG_819|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,1,4,1,0,0,0,6,2,40,0,2,0,4,0,0,0,2,1,6
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,18,2,8,4,0,0,2,0,8,7,2,6,5,2,27,4,24,29,2,2
MEG_1206|Drugs|betalactams|Class_B_betalactamases|BCII,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_6466|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_2761|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,2,0,0,0,2,0,2,2,0,3,0,0,0,0,0,2,0,0
MEG_5655|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_7692|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,2
MEG_7274|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
MEG_5169|Drugs|betalactams|Class_D_betalactamases|OXA,0,2,0,0,0,0,0,0,0,22,2,4,2,6,0,0,6,4,0,0
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,28,0,7,13,0,0,41,0,24,4,6,4,4,0,61,17,20,28,4,0
MEG_2877|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABL,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0
MEG_6559|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPA,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,6,0,0
MEG_4589|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
MEG_4302|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN,2,0,0,0,2,0,4,4,6,21,6,21,2,4,8,0,0,10,0,4
MEG_7011|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET58,6,0,0,0,0,0,4,0,0,4,2,4,0,3,8,0,2,4,0,0
MEG_2483|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
MEG_2544|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7489|Drugs|Glycopeptides|VanA-type_regulator|VANSA,4,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,2,0
MEG_7012|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
MEG_4233|Drugs|betalactams|Class_A_betalactamases|OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
MEG_3427|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,2,6,0,0
MEG_1774|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,2,0,0,0,0,0,4,0,0,6,0,0,0,0,2,0,2,0,0,0
MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_157|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,2
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,0,5,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,4,2,0,0,6,0,0,12,0,0,0,0,0,0,0,2,0,0
MEG_1035|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,2,0,0,2,0,0,6,0,0,6,0,8,0,2,0,2,0,2,0,0
MEG_3160|Drugs|betalactams|Class_B_betalactamases|GOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0
MEG_1031|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,11,0,0,0,2,15,0,38,0,0,0,2,0,0,2,0,2,0
MEG_4011|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4,0,0,0,2,0,10,0,6,16,0,4,0,6,6,0,10,8,0,2
MEG_2007|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA,0,0,0,4,0,0,0,0,8,0,0,2,0,0,2,0,4,4,0,0
MEG_2065|Metals|Copper_resistance|Copper_resistance_protein|COPM,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,0,4,0,0
MEG_4662|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,4,0,0,0
MEG_5053|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_4554|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_4185|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,4,2,15,6,2,0,5,23,0,65,0,0,0,5,5,0,0,0,0,0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,0,2,0,4,0,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0
MEG_727|Drugs|betalactams|Class_C_betalactamases|AMPC,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,6,2,0,0
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2,0,0,2,0,0,1,2,0,18,0,0,0,0,0,0,4,2,0,2
MEG_2480|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRB,0,2,2,0,0,0,2,2,14,16,0,10,0,2,2,0,4,10,4,2
MEG_5007|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,2,0,0,0,0,4,0,0,2,0,2,2,0,0
MEG_4197|Metals|Nickel_resistance|Nickel_resistance_protein|NIRC,0,0,0,0,0,0,2,0,2,14,0,0,0,2,2,0,0,6,0,0
MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,6,4,0,0,1,2,0,24,0,0,0,0,3,1,0,0,0,0
MEG_7523|Drugs|Glycopeptides|VanO-type_regulator|VANSO,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
MEG_1502|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_1083|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2,2,18,2,1,0,1,19,0,69,0,3,0,18,0,0,0,5,0,8
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,43,1,4,15,12,0,47,0,22,6,10,0,7,0,51,9,26,31,0,0
MEG_605|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_4620|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1,2,0,2,0,0,2,0,2,4,0,2,0,0,0,0,0,2,0,0
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,102,111,66,272,73,11,235,87,344,1098,125,99,25,425,378,150,249,500,87,135
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,2,0,2,0,0,0,0,4,4,0,0,0,0,0,3,0,2,0,0
MEG_5269|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,0,6,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0
MEG_1103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0
MEG_2719|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|EMHR,0,0,0,0,0,0,4,0,2,3,0,3,0,0,2,0,2,2,0,0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
MEG_4933|Drugs|betalactams|Class_D_betalactamases|OXA,4,0,0,6,4,0,2,0,2,1,0,0,0,0,2,0,2,4,0,0
